feature,linear_regression,lasso_regression,ridge_regression,support_vector_regression,random_forest,xgboost,summed_value,port_name
Deadweight,1.0384870425795093e-13,0.12778429705274974,0.026004019734666765,0.05086626380656259,0.1703388909682461,0.030489929513241372,0.4054834010755704,ras_tanurah
total_vessels_anchor_lag0,0.10602887243665149,0.17491110721103473,0.027155622392841416,0.02256330813041879,0.004846593775197156,0.009436682787672566,0.34494218673381616,ras_tanurah
total_vessels_anchor_lag12,0.014983317948211982,0.12406217388892037,0.01694051623284788,0.009744340223628065,0.013259505833323925,0.025217503316180785,0.20420735744311297,ras_tanurah
total_vessels_anchor_lag6,0.035500871017665414,0.0896428058362051,0.017862266517780792,0.02406913132435048,0.0028490620498555124,0.011660517404737671,0.18158465415059497,ras_tanurah
n_VLCC_lag6,0.023777914956069682,0.0,0.012145186971174674,0.011641761692474809,0.05009560823809786,0.05146020078211092,0.14912067263992795,ras_tanurah
n_Aframax_lag0,0.06226353881913672,0.02027364638992436,0.027368317217827325,0.016570622958763423,0.0072279488507692325,0.01015882755733287,0.14386290179375394,ras_tanurah
sum_dwt_lag0,1.819786919118844e-13,0.0,0.019363912003889486,0.018060756149437654,0.07549915316996496,0.029230769743967,0.14215459106744108,ras_tanurah
sum_dwt_lag6,7.415449171649916e-13,0.06023043608312004,0.019002920975521486,0.021594029828675667,0.026666222288413744,0.011499636234032572,0.13899324541050506,ras_tanurah
n_VLCC_lag0,0.07086018600221565,0.016396911994837532,0.013248315057437133,0.014685252300573572,0.004767906241839714,0.01672287089808549,0.1366814424949891,ras_tanurah
SPM_2_time,5.4504643343995834e-14,0.049636401172592,0.02074283228313859,0.023956319254655845,0.02058007684626789,0.010802023608611079,0.1257176531653199,ras_tanurah
n_Aframax_lag6,0.021151755129331384,0.0,0.008170249868666735,0.013470155287295659,0.01602672313776001,0.05527959263466747,0.11409847605772125,ras_tanurah
n_Suezmax_lag12,0.006603493667492627,0.0,0.007208329895806541,0.0033322395669206817,0.04613363276071359,0.04745906767132418,0.11073676356225762,ras_tanurah
total_vessels_anchor_lag24,0.08068187803580736,0.0,0.0036110986810587373,0.005455656530618781,0.004687891454958479,0.012544286773774716,0.10698081147621805,ras_tanurah
n_VLCC_lag12,0.010011063287922154,0.0,0.004712173897746009,0.0041342062564268004,0.0378245871295605,0.04560200288806672,0.10228403345972219,ras_tanurah
n_Aframax_lag12,0.008776459138043402,0.0,0.02069355576842602,0.011348214625919778,0.03228014196602018,0.025744297674447903,0.09884266917285728,ras_tanurah
SPM_2_vessel_class,1.3004218200796973e-13,0.043479700029001575,0.013064431552040807,0.01018746148057542,0.0015416747026951428,0.016280617004044727,0.08455388476848771,ras_tanurah
berth_4_time,3.644709533497094e-14,0.025063778989869463,0.014296458363497837,0.00994431901082733,0.017075591515085083,0.017194204675907637,0.0835743525552238,ras_tanurah
SPM_1_time,4.438434082470949e-14,0.03570821974247731,0.01713759202028408,0.012638571681023007,0.0077058270381653755,0.009020387779687894,0.08221059826168203,ras_tanurah
