feature,linear_regression,lasso_regression,ridge_regression,support_vector_regression,random_forest,xgboost,summed_value,port_name
Deadweight,6.619285144537547e-15,0.1260680068142217,0.02313741995780609,0.037456343498387695,0.13616116425710917,0.022052679563738624,0.34487561409126993,ras_tanurah_large
sum_dwt_lag0,1.6432903890197258e-15,0.1542857137575148,0.02137270241003998,0.01901721025423697,0.09612861944268268,0.029243204251802463,0.32004745011627855,ras_tanurah_large
n_Suezmax_lag12,0.02775466146273217,0.045922294316468895,0.013604685794074287,0.008999473660941193,0.12133668351868294,0.09223403229653865,0.30985183104943814,ras_tanurah_large
sum_dwt_lag6,1.832594874729634e-14,0.14218537941979753,0.022062450430741034,0.023347932196580122,0.021322948279368998,0.007877132233521138,0.21679584256002715,ras_tanurah_large
n_VLCC_lag12,0.04043556466385682,0.06238638177641764,0.009871775677038815,0.005235341643458398,0.03900816928615626,0.04491714309756673,0.20185437614449464,ras_tanurah_large
n_Suezmax_lag6,0.01898858233436211,0.04695928087598141,0.023757781248050183,0.03858938720646009,0.03933393841928857,0.017742383651783006,0.18537135373592536,ras_tanurah_large
n_Suezmax_lag0,0.050578729294712715,0.0454179602768338,0.02630176490820947,0.029319483702122152,0.01512426699351901,0.013144852785074854,0.179887057960472,ras_tanurah_large
total_vessels_anchor_lag0,0.12022846593557737,0.0,0.01969910933723802,0.019625971151594927,0.003085767720486082,0.0027710307745589034,0.1654103449194553,ras_tanurah_large
n_VLCC_lag6,0.028154745050213783,0.0,0.01789085261185679,0.014464465011239993,0.05529428902916673,0.0368283250571836,0.1526326767596609,ras_tanurah_large
SPM_1_vessel_class,2.362164438721401e-16,0.06983765402973327,0.015576564718401232,0.010650642475481531,0.006690271600659728,0.028671700174888178,0.13142683299916416,ras_tanurah_large
n_VLCC_lag0,0.08029969107636549,0.0,0.02005272450113493,0.01664859864554483,0.0017850874995807113,0.006585601115211135,0.1253717028378371,ras_tanurah_large
SPM_3_time,2.5396523767162104e-15,0.03803289169104919,0.02112953344727142,0.016429074067367863,0.023445331969440198,0.011901995922633983,0.11093882709776519,ras_tanurah_large
total_vessels_anchor_lag6,0.04107540523847445,0.0,0.018197838727118828,0.02399627105854566,0.0020738741482645177,0.016116078248122744,0.1014594674205262,ras_tanurah_large
n_Aframax_lag0,0.07143817293694654,0.0,0.006734258851028488,0.004881367526289998,0.0006668535478593531,0.0172426843591134,0.10096333722123778,ras_tanurah_large
sum_dwt_lag12,1.4922670816624473e-14,0.020076545908742572,0.012231174628445597,0.007054886971229415,0.03611386306122583,0.013816777976291461,0.0892932485459498,ras_tanurah_large
vessel_class,1.0942543883441748e-15,0.027475912523728083,0.017186001887364095,0.029617963607420434,0.013666994876777543,0.0,0.08794687289529124,ras_tanurah_large
total_vessels_anchor_lag12,0.06011356765767631,0.0,0.011268221043119229,0.006483763918181134,0.003047644948294223,0.006132557335027198,0.08704575490229809,ras_tanurah_large
SPM_1_time,2.138525393086145e-15,0.019487263385912036,0.01694819409626755,0.015112628384018896,0.011591594476982691,0.021191302918287726,0.08433098326147104,ras_tanurah_large
berth_4_time,1.4395729237800362e-15,0.01860787772706979,0.01448145649079583,0.011250890285488535,0.016721067321787877,0.017894064239362763,0.07895535606450624,ras_tanurah_large
SPM_3_vessel_class,3.3234332996838177e-15,0.03923847220851767,0.012878904501286965,0.006475182930728413,0.0014912783896758929,0.016024785966534866,0.07610862399674714,ras_tanurah_large
berth_4_dwt,4.714421755568449e-15,0.033619840143839265,0.014724972258986968,0.0029536741722201013,0.011092673541312286,0.009880907554203202,0.07227206767056653,ras_tanurah_large
SPM_2_vessel_class,1.3332703654995874e-14,0.021282186162341007,0.015137989811740055,0.013813498648138932,0.0007796402361720104,0.013243867106118279,0.06425718196452361,ras_tanurah_large
SPM_1_dwt,3.579639442911365e-15,0.0,0.015102873840812303,0.010206532361342734,0.02204443205528454,0.013918322152534825,0.06127216040997799,ras_tanurah_large
SPM_2_time,1.7533309783437974e-15,0.011722767138039535,0.013574899608756052,0.016155477225839026,0.007912687450559307,0.009365890724813043,0.05873172214800872,ras_tanurah_large
hour_of_day_18,0.0010318647995226716,0.0,0.026330843060470094,0.014342023410596563,0.009567715596737313,0.006072220436800228,0.057344667304126865,ras_tanurah_large
sum_dwt_lag24,1.1442779224652816e-14,0.02581964776292821,0.004997239657585378,0.0048662055486040825,0.012661958358424931,0.007133073050642274,0.05547812437819632,ras_tanurah_large
berth_6_vessel_class,4.498881856998561e-15,0.031253953819074476,0.008880481989508781,0.007487595063061669,0.0005901094914240423,0.006410157288303132,0.0546222976513766,ras_tanurah_large
mean_wait_time12,1.589582390290971e-15,0.011751985391208386,0.010629385441135111,0.011464585050036105,0.013584340577454104,0.0047559097871942,0.0521862062470295,ras_tanurah_large
n_Aframax_lag24,0.006591691211331037,0.0,0.0014590560701353828,0.0015860912551155795,0.001075965229606885,0.04059917556530961,0.051311979331498496,ras_tanurah_large
hour_of_day_19,0.0010318647995264008,0.0,0.015327771813804245,0.009384155140470743,0.003082339457003608,0.017410534665978125,0.04623666587678313,ras_tanurah_large
n_Aframax_lag6,0.024546026730556666,0.0,0.008330538653177535,0.004404779081764454,0.0005343777910688908,0.006200785325167389,0.044016507581734934,ras_tanurah_large
total_vessels_anchor_lag24,0.011294523121073518,0.0,0.006304123390811492,0.007909171672451261,0.002432506429640599,0.015841281006645103,0.04378160562062197,ras_tanurah_large
berth_1_time,1.042703446144437e-15,0.0,0.010008631235709687,0.014494865601951458,0.009460809106486816,0.009057986882735312,0.04302229282688432,ras_tanurah_large
mean_wait_time48,1.4906679250768991e-15,0.005222300892865001,0.010354669848151405,0.0006342616447455028,0.017057445323785895,0.009499229615040508,0.0427679073245898,ras_tanurah_large
hour_of_day_23,0.0010318647995333048,0.0,0.012857761567587556,0.009650586897824675,0.00341094084727602,0.014474652041303783,0.04142580615352534,ras_tanurah_large
day_of_week_Wednesday,0.003021290607555616,0.0,0.005919175355261066,0.01507205964982798,0.0002910401346097398,0.015672795022995085,0.03997636077024949,ras_tanurah_large
berth_4_vessel_class,2.2240332776085253e-15,0.0,0.007330695115482247,0.015701221721499223,0.0008885948846415667,0.014872606469724716,0.03879311819134998,ras_tanurah_large
berth_6_dwt,2.0148203738456344e-15,0.0,0.006818204278637524,0.008268754395861066,0.012103867399991171,0.009852543319915778,0.037043369394407555,ras_tanurah_large
n_Aframax_lag12,0.03534570943290299,0.0,0.00020596316080336366,0.00017071989330870327,0.0009802804001139951,2.5234670745875386e-05,0.03672790755787493,ras_tanurah_large
total_vessels_anchor_lag48,0.027654193046364225,0.0,0.0020259156313693774,0.0006480526194182135,0.002220217501649951,0.0029155414618504305,0.035463920260652204,ras_tanurah_large
sum_dwt_lag48,2.5957754784365472e-14,0.0,0.0011964742511445551,0.0018462088347954507,0.02128279877918163,0.010747000862084313,0.03507248272723191,ras_tanurah_large
pred_berth_berth1,0.014338474490132468,0.0,0.004338989955375934,0.01569415458457671,0.0005359208932646777,0.0,0.03490753992334979,ras_tanurah_large
pred_berth_berth1,0.014338474490132468,0.0,0.004338989955375934,0.01569415458457671,0.0005359208932646777,0.0,0.03490753992334979,ras_tanurah_large
n_Suezmax_lag24,0.004858234831680134,0.0,0.005510014893742958,0.01027323408059495,0.0033094253297059795,0.009957065192080294,0.03390797432780432,ras_tanurah_large
hour_of_day_11,0.0010318647995272425,0.0,0.010973888416819495,0.01189786913355168,0.003022179043770311,0.006950924464857366,0.033876725858526094,ras_tanurah_large
hour_of_day_2,0.0010318647995279924,0.0,0.009108760430224088,0.009342558936513673,0.006609435777599822,0.007434477270597296,0.03352709721446287,ras_tanurah_large
n_ULCC_lag0,0.01967085573716154,0.0,0.004511292220647883,0.005525627635335752,0.0004685121738189841,0.002884909354241919,0.03306119712120608,ras_tanurah_large
month_of_year_July,0.0016054838399619286,0.0,0.009319155531449606,0.0037367366909941556,0.003143484215196512,0.014709457007516387,0.03251431728511859,ras_tanurah_large
hour_of_day_3,0.0010318647995345798,0.0,0.012681059308768627,0.01849583481165438,0.00027296234887497434,0.0,0.03248172126883256,ras_tanurah_large
month_of_year_December,0.0016054838399638238,0.0,0.0020937103807595033,0.0003699277070025972,0.0035712564967399995,0.024336516973052405,0.03197689539751833,ras_tanurah_large
month_of_year_August,0.0016054838399664393,0.0,0.010878679525986744,0.0017346258377032332,0.00046654373196212414,0.01704210510099848,0.03172743803661702,ras_tanurah_large
mean_wait_time72,8.122682736317899e-16,0.0,0.00231535686110682,0.0009335531145378058,0.022023411036092854,0.006269919377164065,0.031542240388902354,ras_tanurah_large
berth_6_time,1.0087075272631355e-15,0.0,0.003664684107112971,0.00794695711430231,0.01025006131976537,0.009657741503687709,0.031519444044869366,ras_tanurah_large
pred_berth_berth4,0.009114295135871085,0.0,0.007781640505612143,0.007149828224524147,0.006449087639881222,0.0,0.0304948515058886,ras_tanurah_large
pred_berth_berth4,0.009114295135871085,0.0,0.007781640505612143,0.007149828224524147,0.006449087639881222,0.0,0.0304948515058886,ras_tanurah_large
SPM_3_dwt,9.23808723611336e-16,0.0,0.008619817385994646,0.0015138518407046746,0.01119908073073213,0.009126767506348252,0.030459517463780627,ras_tanurah_large
berth_1_vessel_class,4.731770553263387e-15,0.0,0.0031577855680719755,0.00826340384112849,0.0005093707739314842,0.018305073274237475,0.030235633457374157,ras_tanurah_large
n_VLCC_lag48,0.018845878005959094,0.0,0.003460282464261827,0.0036373581722752204,0.0017480990635617038,0.002283857181531054,0.029975474887588904,ras_tanurah_large
hour_of_day_4,0.001031864799533766,0.0,0.011734052632613302,0.008667744695658368,0.0010209307136975296,0.0074905616591945095,0.029945154500697478,ras_tanurah_large
berth_1_dwt,5.759892118420529e-15,0.0,0.006106613650522952,0.015423621047804332,0.0035225557939301626,0.004870870895772852,0.029923661388036055,ras_tanurah_large
day_of_week_Tuesday,0.0030212906075558913,0.0,0.0047753871162556395,0.003517322665580231,0.0009731040563566618,0.014999206988305912,0.027286311434054335,ras_tanurah_large
n_ULCC_lag12,0.009495873705751876,0.0009737543090280847,0.009393772715783023,0.006439141253795371,0.0002516191632903324,0.0,0.02655416114764868,ras_tanurah_large
berth_2_dwt,5.356629365630444e-16,0.0,0.0014274384888350734,0.0120049703106884,0.006514701065101268,0.006526811392985692,0.02647392125761097,ras_tanurah_large
n_VLCC_lag24,0.007620111868040041,0.0,0.004970671821674931,0.004285755823668125,0.0016091087251251756,0.007749553978795846,0.02623520221730412,ras_tanurah_large
